Timestamp,Player_X,Player_Y,Obj1_X,Obj1_Y,Obj2_X,Obj2_Y
19:12:10.553962,115,115,711,115,611,413
19:12:10.568802,115,115,709,115,609,412
19:12:10.633639,115,115,701,115,601,408
19:12:10.748488,115,115,687,115,587,401
19:12:10.848194,115,115,675,115,575,395
19:12:10.914108,115,115,667,115,567,391
19:12:11.013338,115,115,655,115,555,385
19:12:11.049291,115,115,651,115,551,383
19:12:11.098060,115,115,645,115,545,380
19:12:11.148321,115,115,639,115,539,377
19:12:11.198289,115,115,633,115,533,374
19:12:11.233798,115,115,629,115,529,372
19:12:11.298770,115,115,621,115,521,368
19:12:11.348186,115,115,615,115,515,365
19:12:11.414756,115,115,607,115,507,361
19:12:11.479131,115,115,599,115,499,357
19:12:11.578684,115,115,587,115,487,351
19:12:11.678431,115,115,575,115,475,345
19:12:11.743101,115,115,567,115,467,341
19:12:11.794191,115,115,561,115,461,338
19:12:11.843024,115,115,555,115,455,335
19:12:11.928063,115,115,545,115,445,330
19:12:12.029328,115,115,533,115,433,324
19:12:12.143815,115,115,519,115,419,317
19:12:12.243636,115,115,507,115,407,311
19:12:12.293273,115,115,501,115,401,308
19:12:12.343133,115,115,495,115,395,305
19:12:12.394355,115,115,489,115,389,302
19:12:12.459830,115,115,481,115,381,298
19:12:12.524604,115,115,473,115,373,294
19:12:12.589697,115,115,465,115,365,290
19:12:12.784404,115,115,441,115,341,278
19:12:12.993801,115,115,415,115,315,265
19:12:13.028260,105,115,411,115,311,263
19:12:13.128322,75,115,399,115,299,257
19:12:13.178123,60,115,393,115,293,254
19:12:13.244274,40,115,385,115,285,250
19:12:13.538896,35,125,349,115,249,232
19:12:13.588475,35,140,343,115,243,229
19:12:13.638167,35,155,337,115,237,226
19:12:13.688567,35,170,331,115,231,223
19:12:13.738720,35,185,325,115,225,223
19:12:13.804253,35,205,317,119,217,223
19:12:13.838317,35,215,313,121,213,223
19:12:13.889668,35,230,307,124,207,223
19:12:14.039157,35,275,289,133,189,226
19:12:14.103131,35,295,281,137,181,230
19:12:14.137966,35,305,277,139,177,232
19:12:14.254819,35,340,263,146,163,239
19:12:14.368277,40,375,255,153,154,246
19:12:14.499504,80,395,247,167,146,262
19:12:14.634025,120,395,239,183,141,278
19:12:14.733703,150,395,233,195,141,290
19:12:15.064055,250,395,228,235,161,324
19:12:15.113681,265,395,228,241,167,327
19:12:15.128503,270,395,229,243,169,328
19:12:15.178712,285,395,232,249,175,331
19:12:15.263288,310,395,237,259,185,336
19:12:15.313548,325,395,240,265,191,339
19:12:15.364022,340,395,243,271,197,342
19:12:15.428374,360,395,247,277,205,346
19:12:15.478147,375,395,250,280,211,349
19:12:15.494636,380,395,251,281,213,350
19:12:15.544387,395,380,257,284,219,350
19:12:15.608409,415,360,265,288,227,350
19:12:15.708112,445,330,277,292,239,350
19:12:15.858434,490,285,295,292,257,348
19:12:15.908298,505,270,301,292,263,345
19:12:15.974609,525,250,309,292,271,341
19:12:16.224470,580,245,339,292,301,326
19:12:16.289332,580,245,347,292,309,322
19:12:16.354546,580,245,355,292,317,318
19:12:16.518438,630,245,375,292,337,315
19:12:16.684760,680,285,395,292,357,315
19:12:16.733950,690,300,401,292,363,315
19:12:16.798486,690,320,409,292,371,315
19:12:16.848469,690,335,415,292,377,315
19:12:16.898470,690,350,421,292,383,315
19:12:16.913724,690,355,423,292,385,315
19:12:17.013310,690,385,435,297,397,315
19:12:17.048362,690,395,439,299,401,316
19:12:17.097936,690,410,445,302,407,319
19:12:17.113665,690,415,447,303,409,320
19:12:17.178460,690,435,455,307,417,324
19:12:17.194399,690,440,457,308,419,325
19:12:17.244060,690,455,463,311,425,328
19:12:17.294168,690,470,469,314,431,331
19:12:17.328638,690,470,473,316,435,333
19:12:17.379205,685,470,479,319,441,336
19:12:17.429336,670,470,485,322,447,339
19:12:17.494335,650,470,492,326,455,343
19:12:17.608582,615,470,499,334,469,350
19:12:17.823851,550,470,512,360,483,369
19:12:17.873611,535,470,513,366,486,375
19:12:17.988453,500,470,513,380,490,389
19:12:18.003797,495,470,513,382,490,391
19:12:18.054166,480,470,510,388,490,397
19:12:18.103804,465,470,507,394,488,403
19:12:18.204025,435,470,501,404,482,415
19:12:18.288580,410,470,492,409,475,420
19:12:18.633813,325,470,450,430,433,441
19:12:18.698501,325,470,442,434,425,444
19:12:18.749168,325,470,436,437,419,446
19:12:18.798446,325,455,430,437,413,446
19:12:18.864218,325,435,422,437,405,446
19:12:19.028644,325,385,402,431,385,437
19:12:19.078709,325,370,396,428,382,434
19:12:19.128334,325,355,393,425,379,428
19:12:19.178141,325,340,390,420,376,422
19:12:19.228342,325,325,387,414,373,416
19:12:19.278332,325,310,384,408,370,410
19:12:19.328468,325,295,381,402,367,404
19:12:19.393343,325,275,377,394,363,396
19:12:19.477942,325,250,372,384,359,386
19:12:19.528214,335,235,370,378,359,380
19:12:19.628248,365,230,370,366,359,368
19:12:19.678204,380,230,370,360,359,362
19:12:19.728829,395,230,370,354,360,356
19:12:19.793428,415,230,373,346,364,348
19:12:19.843467,430,230,376,340,367,342
19:12:19.908815,450,230,380,332,371,334
19:12:19.958154,465,230,383,326,374,329
19:12:20.023917,485,230,387,322,378,325
19:12:20.089119,505,230,394,318,386,321
19:12:20.138319,520,230,400,315,392,318
19:12:20.238870,530,255,412,309,404,312
19:12:20.523809,610,340,446,306,438,309
19:12:20.573365,625,355,452,307,444,309
19:12:20.622718,640,365,458,310,450,312
19:12:20.688441,660,365,466,314,458,314
19:12:20.808136,670,365,478,315,470,314
19:12:20.844578,670,365,484,317,476,315
19:12:20.894321,670,365,490,319,482,316
19:12:20.943447,670,365,496,320,488,318
19:12:20.978572,670,365,500,321,492,319
19:12:21.058607,670,365,510,324,502,322
19:12:21.239495,630,365,532,333,524,331
19:12:21.289326,615,365,538,336,530,334
19:12:21.354145,595,365,546,340,538,338
19:12:21.483362,585,395,557,351,550,348
19:12:21.549005,585,415,561,359,554,356
19:12:21.599832,585,430,564,365,557,362
19:12:21.664896,585,450,566,373,561,370
19:12:21.728740,585,470,566,381,563,378
19:12:21.878538,550,515,566,399,563,396
19:12:21.944241,530,515,564,407,562,404
19:12:21.993630,515,515,561,413,559,410
19:12:22.059648,495,515,557,421,555,418
19:12:22.093006,485,515,555,425,553,422
19:12:22.163519,470,515,552,429,550,427
19:12:22.198308,455,515,549,432,547,430
19:12:22.248454,440,515,543,435,541,433
19:12:22.299049,425,515,537,438,535,436
19:12:22.349302,410,515,531,441,529,439
19:12:22.564420,345,515,505,454,503,452
19:12:22.612806,330,510,499,457,497,455
19:12:22.628609,325,505,497,458,495,456
19:12:22.694349,315,485,489,458,487,456
19:12:22.728581,315,475,485,458,483,456
19:12:22.779636,315,460,479,458,477,456
19:12:22.829609,315,445,473,458,471,456
19:12:22.928580,315,415,461,457,459,455
19:12:22.978646,315,400,455,454,453,452
19:12:23.043599,315,380,447,450,445,448
19:12:23.093526,315,365,441,447,439,445
19:12:23.144222,315,350,435,444,433,442
19:12:23.274226,315,310,425,435,423,433
19:12:23.324530,315,295,422,429,420,427
19:12:23.424534,315,265,416,417,414,415
19:12:23.638971,360,250,403,391,401,389
19:12:23.789478,405,250,402,373,400,371
19:12:23.823922,415,250,402,369,400,367
19:12:23.838530,420,250,402,367,400,365
19:12:24.223816,535,255,428,330,427,328
19:12:24.454930,570,325,456,323,455,322
19:12:24.518372,570,345,464,323,463,322
19:12:24.633665,570,380,478,329,477,329
19:12:24.683426,560,380,484,332,483,332
19:12:24.798481,525,380,494,340,493,340
19:12:24.849390,510,380,497,346,496,346
19:12:24.903062,495,380,497,352,497,352
19:12:25.013615,460,380,488,362,488,362
19:12:25.078254,440,380,480,366,480,366
19:12:25.128660,425,380,474,368,474,368
19:12:25.179381,410,380,468,368,468,368
19:12:25.229439,395,380,462,368,462,368
19:12:25.294490,375,380,454,368,454,368
19:12:25.358626,355,380,446,368,446,368
19:12:25.443864,330,380,436,368,436,368
19:12:25.509630,310,380,428,368,428,368
19:12:25.558132,295,380,422,368,422,368
19:12:25.673354,260,360,408,368,408,368
19:12:25.838323,260,310,388,363,388,363
19:12:25.888542,260,295,382,360,382,360
19:12:25.923253,260,285,378,358,378,358
19:12:25.988921,260,265,370,354,370,354
19:12:26.139575,260,220,360,342,360,342
19:12:26.267144,260,190,354,330,354,330
19:12:26.319691,260,200,350,322,350,322
19:12:26.419557,260,230,344,313,344,313
19:12:26.534580,295,240,337,302,337,302
19:12:26.599583,315,240,333,294,333,294
19:12:26.648512,330,240,333,288,333,288
19:12:26.698516,345,240,334,282,334,282
19:12:26.714711,350,240,335,280,335,280
19:12:26.763354,365,240,338,274,338,274
19:12:26.813800,380,240,342,271,342,271
19:12:26.878585,400,240,350,267,350,267
19:12:26.928725,415,240,356,264,356,264
19:12:26.962791,425,240,360,262,360,262
19:12:26.978236,430,240,362,261,362,261
19:12:27.029716,445,240,368,259,368,259
19:12:27.078457,460,250,374,259,374,259
19:12:27.094887,465,255,376,259,376,259
19:12:27.143264,480,270,382,259,382,259
19:12:27.194735,485,285,388,260,388,260
19:12:27.259520,485,305,396,264,396,264
19:12:27.308527,485,320,402,267,402,267
19:12:27.373981,485,340,409,271,409,271
19:12:27.438654,485,360,413,276,413,276
19:12:27.488834,485,375,416,282,416,282
19:12:27.539001,485,390,419,288,419,288
19:12:27.643865,485,410,423,296,423,296
19:12:27.663086,485,420,425,300,425,300
19:12:27.829869,460,450,433,320,433,320
19:12:27.878225,445,450,433,326,433,326
19:12:27.993803,410,450,433,340,433,340
19:12:28.059358,390,450,430,348,430,348
19:12:28.173156,355,450,423,362,423,362
19:12:28.239780,335,450,419,367,419,367
19:12:28.324048,310,450,410,372,410,372
19:12:28.338554,305,450,408,373,408,373
19:12:28.453305,270,425,394,380,394,380
19:12:28.503599,255,410,388,381,388,381
19:12:28.568345,235,390,380,381,380,381
19:12:28.618526,220,375,374,381,374,381
19:12:28.668461,205,360,368,381,368,381
19:12:28.733698,185,340,360,381,360,381
19:12:28.848937,150,315,346,375,346,375
19:12:28.898262,150,315,340,372,340,372
19:12:28.948226,150,315,334,369,334,369
19:12:28.999414,155,315,328,366,328,366
19:12:29.063681,175,315,320,362,320,362
19:12:29.114065,175,315,314,359,314,359
19:12:29.163514,180,315,308,356,308,356
19:12:29.179808,185,315,306,355,306,355
19:12:29.278392,215,315,294,349,294,349
19:12:29.378766,225,315,282,343,282,343
19:12:29.429221,225,320,276,340,276,340
19:12:29.479712,215,335,270,339,270,339
19:12:29.528732,205,350,264,339,264,339
19:12:29.659563,170,390,248,346,248,346
19:12:29.774375,170,425,237,353,237,353
19:12:29.824299,170,440,234,359,234,359
19:12:29.874448,170,455,231,365,231,365
19:12:29.909490,170,465,229,369,229,369
19:12:29.958721,170,480,226,375,226,375
19:12:30.009700,170,495,223,381,223,381
19:12:30.073351,170,515,219,389,219,389
19:12:30.188560,205,520,217,403,217,403
19:12:30.288984,235,520,217,415,217,415
19:12:30.388818,265,520,222,427,222,427
19:12:30.438828,280,520,225,433,225,433
19:12:30.488560,295,520,228,439,228,439
19:12:30.539031,310,520,231,442,231,442
19:12:30.588357,325,520,236,445,236,445
19:12:30.638704,340,520,242,448,242,448
19:12:30.689537,355,520,248,451,248,451
19:12:30.768357,365,495,258,456,258,456
19:12:30.948502,365,440,280,458,280,458
19:12:31.014376,365,420,288,454,288,454
19:12:31.293117,365,335,311,429,311,429
19:12:31.328538,365,325,313,425,313,425
19:12:31.574769,390,290,328,395,328,395
19:12:31.638748,410,290,332,387,332,387
19:12:31.730256,435,290,337,381,337,381
19:12:31.874775,480,290,354,372,354,372
19:12:31.938793,500,290,362,368,362,368
19:12:32.024334,505,295,372,363,372,363
19:12:32.073447,505,310,378,360,378,360
19:12:32.173423,505,340,390,357,390,357
19:12:32.224565,505,355,396,357,396,357
19:12:32.273970,505,370,402,357,402,357
19:12:32.289860,505,375,404,357,404,357
19:12:32.453946,505,425,424,366,424,366
19:12:32.568757,485,445,433,376,433,376
19:12:32.619641,470,445,436,382,436,382
19:12:32.719589,440,445,439,394,439,394
19:12:32.818563,410,445,435,406,435,406
19:12:32.868692,395,445,432,410,432,410
19:12:32.983842,360,445,418,417,418,417
19:12:33.033849,345,445,412,420,412,420
19:12:33.099713,325,445,404,424,404,424
19:12:33.163167,305,445,396,424,396,424
19:12:33.214170,290,445,390,424,390,424
19:12:33.264242,275,445,384,424,384,424
19:12:33.378599,255,430,370,424,370,424
19:12:33.494131,255,395,356,423,356,423
19:12:33.544320,255,380,350,420,350,420
19:12:33.644030,255,350,338,414,338,414
19:12:33.658550,255,345,336,413,336,413
19:12:33.774396,255,310,329,403,329,403
19:12:33.823525,255,295,326,397,326,397
19:12:33.888881,255,275,322,389,322,389
19:12:33.924036,255,265,320,385,320,385
19:12:34.004743,255,240,315,375,315,375
19:12:34.054146,255,225,312,369,312,369
19:12:34.104185,255,210,309,363,309,363
19:12:34.218484,285,210,306,349,306,349
19:12:34.268526,300,210,306,343,306,343
19:12:34.318343,315,210,306,337,306,337
19:12:34.368219,330,210,306,331,306,331
19:12:34.518639,375,210,314,313,314,313
19:12:34.568311,390,210,317,307,317,307
19:12:34.684184,425,210,325,298,325,298
19:12:34.764645,450,210,335,293,335,293
19:12:34.828696,470,210,343,289,343,289
19:12:34.929537,500,210,355,283,355,283
19:12:34.978484,515,210,361,280,361,280
19:12:35.028572,530,210,367,277,367,277
19:12:35.078371,530,225,373,274,373,274
19:12:35.178495,530,255,385,273,385,273
19:12:35.228361,530,270,391,273,391,273
19:12:35.328697,530,300,403,273,403,273
19:12:35.379765,530,315,409,275,409,275
19:12:35.428318,530,330,415,278,415,278
19:12:35.543479,530,365,429,285,429,285
19:12:35.593504,530,380,433,288,433,288
19:12:35.643925,530,395,436,291,436,291
19:12:35.659704,530,400,437,293,437,293
19:12:35.808464,530,445,446,311,446,311
19:12:35.858647,530,460,449,317,449,317
19:12:35.893620,530,470,451,321,451,321
19:12:36.058295,480,475,458,341,458,341
19:12:36.108659,465,475,458,347,458,347
19:12:36.209843,435,475,458,359,458,359
19:12:36.273764,415,475,455,367,455,367
19:12:36.339951,395,475,451,375,451,375
19:12:36.388875,380,475,448,381,448,381
19:12:36.438765,365,475,445,386,445,386
19:12:36.569638,325,475,433,394,433,394
19:12:36.718578,280,475,415,403,415,403
19:12:36.754159,270,475,411,405,411,405
19:12:36.819537,250,475,403,409,403,409
19:12:36.982993,200,475,383,419,383,419
19:12:37.048755,180,475,375,423,375,423
19:12:37.180154,160,455,361,424,361,424
19:12:37.198813,160,445,357,424,357,424
19:12:37.263355,160,425,349,424,349,424
19:12:37.363669,160,395,337,424,337,424
19:12:37.429894,160,375,329,423,329,423
19:12:37.578690,160,330,311,414,311,414
19:12:37.709588,160,290,295,406,295,406
19:12:37.758722,160,275,292,403,292,403
19:12:37.839526,170,265,287,397,287,397
19:12:37.888751,185,265,284,391,284,391
19:12:37.922981,195,265,282,387,282,387
19:12:37.939856,200,265,281,385,281,385
19:12:38.003890,220,265,277,377,277,377
19:12:38.069739,240,265,273,369,273,369
19:12:38.234501,290,265,272,349,272,349
19:12:38.284339,305,265,275,343,275,343
19:12:38.318636,315,265,277,339,277,339
19:12:38.368751,330,265,280,333,280,333
19:12:38.418535,345,265,283,329,283,329
19:12:38.568332,390,265,299,320,299,320
19:12:38.618459,405,265,305,317,305,317
19:12:38.669697,420,265,311,314,311,314
19:12:38.718328,435,265,317,311,317,311
19:12:38.768352,450,265,323,308,323,308
19:12:38.818904,465,265,329,305,329,305
19:12:38.853723,475,265,333,303,333,303
19:12:38.919633,495,265,341,302,341,302
19:12:39.018901,495,295,353,302,353,302
19:12:39.084856,495,315,361,302,361,302
19:12:39.149697,495,335,369,302,369,302
19:12:39.299848,495,380,387,311,387,311
19:12:39.398731,495,410,397,317,397,317
19:12:39.448691,495,425,400,320,400,320
19:12:39.463403,495,430,401,322,401,322
19:12:39.512820,495,445,404,328,404,328
19:12:39.529065,495,450,405,330,405,330
19:12:39.614175,495,475,410,340,410,340
19:12:39.663769,495,490,413,346,413,346
19:12:39.679495,495,495,414,348,414,348
19:12:39.744050,490,515,418,356,418,356
19:12:39.758962,485,515,419,358,419,358
19:12:39.881533,450,515,423,372,423,372
19:12:40.003651,410,515,423,388,423,388
19:12:40.183004,355,515,415,410,415,410
19:12:40.312890,315,515,407,423,407,423
19:12:40.329316,310,515,406,424,406,424
19:12:40.378354,295,515,401,427,401,427
19:12:40.593207,230,515,375,440,375,440
19:12:40.628390,220,515,371,442,371,442
19:12:40.644680,215,515,369,443,369,443
19:12:40.758448,200,500,355,450,355,450
19:12:40.808573,200,485,349,451,349,451
19:12:40.938900,200,445,333,451,333,451
19:12:40.988573,200,430,327,451,327,451
19:12:41.039588,200,415,321,450,321,450
19:12:41.088818,200,400,315,447,315,447
19:12:41.138536,200,385,309,444,309,444
19:12:41.189546,200,370,303,441,303,441
19:12:41.303768,200,335,293,434,293,434
19:12:41.419617,200,300,286,421,286,421
19:12:41.433394,200,295,285,419,285,419
19:12:41.484721,200,280,282,413,282,413
19:12:41.583838,200,250,276,401,276,401
19:12:41.649691,200,230,272,393,272,393
19:12:41.714187,200,210,268,385,268,385
19:12:41.829543,225,205,263,371,263,371
19:12:41.914033,250,205,263,361,263,361
19:12:41.928770,255,205,263,359,263,359
19:12:41.978593,270,205,263,353,263,353
19:12:42.079661,300,205,264,341,264,341
19:12:42.128597,315,205,267,335,267,335
19:12:42.194648,335,205,271,327,271,327
19:12:42.258677,355,205,275,319,275,319
19:12:42.308642,370,205,278,313,278,313
19:12:42.473723,420,205,293,303,293,303
19:12:42.603489,435,230,309,295,309,295
19:12:42.653542,435,245,315,292,315,292
19:12:42.689811,435,255,319,290,319,290
19:12:42.754085,435,275,327,289,327,289
19:12:42.804153,435,290,333,289,333,289
19:12:42.854534,435,305,339,289,339,289
19:12:42.954248,435,335,351,294,351,294
19:12:42.988657,435,345,355,296,355,296
19:12:43.089816,435,375,364,302,364,302
19:12:43.123806,435,385,366,305,366,305
19:12:43.139551,435,390,367,307,367,307
19:12:43.303595,435,440,377,327,377,327
19:12:43.468427,425,485,387,347,387,347
19:12:43.534557,405,485,387,355,387,355
19:12:43.584787,390,485,387,361,387,361
19:12:43.648514,370,485,387,369,387,369
19:12:43.699595,355,485,386,375,386,375
19:12:43.763500,335,485,382,383,382,383
19:12:43.798782,325,485,380,387,380,387
19:12:43.849996,310,485,377,393,377,393
19:12:43.914591,290,485,373,399,373,399
19:12:43.984395,275,485,369,402,369,402
19:12:44.138578,225,485,349,412,349,412
19:12:44.254135,215,455,335,419,335,419
19:12:44.339490,215,430,325,420,325,420
19:12:44.388389,215,415,319,420,319,420
19:12:44.538550,215,370,301,415,301,415
19:12:44.639129,215,340,290,409,290,409
19:12:44.688619,215,325,287,406,287,406
19:12:44.773520,215,300,282,396,282,396
19:12:44.874175,215,270,276,384,276,384
19:12:45.073081,265,275,269,360,269,360
19:12:45.174451,295,275,271,348,271,348
19:12:45.208659,305,275,273,344,273,344
19:12:45.424123,370,275,292,326,292,326
19:12:45.473832,385,275,298,323,298,323
19:12:45.538385,405,275,306,319,306,319
19:12:45.738363,465,275,330,309,330,309
19:12:45.773590,475,275,334,309,334,309
19:12:45.889455,510,275,348,309,348,309
19:12:45.939557,525,275,354,309,354,309
19:12:46.004388,535,285,362,309,362,309
19:12:46.133803,535,325,378,309,378,309
19:12:46.183008,535,340,384,309,384,309
19:12:46.233009,535,355,390,311,390,311
19:12:46.298762,535,375,398,315,398,315
19:12:46.414881,535,410,412,322,412,322
19:12:46.594176,535,465,426,335,426,335
19:12:46.691719,535,485,431,345,431,345
19:12:46.694086,535,485,432,347,432,347
19:12:46.758666,535,485,436,355,436,355
19:12:46.824858,535,485,440,363,440,363
19:12:46.939617,535,485,447,377,447,377
19:12:47.038402,535,485,453,389,453,389
19:12:47.188592,535,485,462,403,462,403
19:12:47.238339,535,485,465,406,465,406
19:12:47.324142,535,485,470,412,470,412
19:12:47.389445,535,485,474,416,474,416
19:12:47.439620,535,485,477,420,477,420
19:12:47.588686,535,485,486,430,486,430
19:12:47.704022,535,485,493,438,493,438
19:12:47.818852,535,485,500,446,500,446
19:12:47.868241,535,485,503,449,503,449
19:12:47.948121,535,485,508,455,508,455
19:12:47.998384,535,485,511,458,511,458
19:12:48.048336,535,485,514,462,514,462
19:12:48.098250,535,485,517,465,517,465
19:12:48.148940,535,485,520,468,520,468
19:12:48.248608,535,485,526,475,526,475
19:12:48.328430,535,485,531,481,531,481
19:12:48.393636,535,485,535,485,535,485
19:12:48.458161,535,485,535,485,535,485
19:12:48.508366,535,485,535,485,535,485
19:12:48.623096,535,485,535,485,535,485
19:12:48.703699,535,485,535,485,535,485
19:12:48.918441,535,485,535,485,535,485
19:12:48.983801,535,485,535,485,535,485
19:12:49.083069,535,485,535,485,535,485
19:12:49.149888,535,485,535,485,535,485
19:12:49.213266,535,485,535,485,535,485
19:12:49.279870,535,485,535,485,535,485
19:12:49.378804,535,485,535,485,535,485
19:12:49.433564,535,485,535,485,535,485
19:12:49.594889,535,485,535,485,535,485
19:12:49.643611,535,485,535,485,535,485
19:12:49.693732,535,485,535,485,535,485
19:12:49.758426,535,485,535,485,535,485
19:12:49.773480,535,485,535,485,535,485
19:12:49.823883,535,485,535,485,535,485
19:12:49.888410,535,485,535,485,535,485
19:12:49.938437,535,485,535,485,535,485
19:12:50.022960,535,485,535,485,535,485
19:12:50.038778,535,485,535,485,535,485
19:12:50.089063,535,485,535,485,535,485
19:12:50.138699,535,485,535,485,535,485
19:12:50.189498,535,485,535,485,535,485
19:12:50.239381,535,485,535,485,535,485
19:12:50.353801,535,485,535,485,535,485
19:12:50.469395,535,485,535,485,535,485
19:12:50.518369,535,485,535,485,535,485
19:12:50.568390,535,485,535,485,535,485
19:12:50.633559,535,485,535,485,535,485
19:12:50.798656,535,485,535,485,535,485
19:12:50.898545,535,485,535,485,535,485
19:12:51.033010,535,485,535,485,535,485
19:12:51.133593,535,485,535,485,535,485
19:12:51.184021,535,485,535,485,535,485
19:12:51.383539,535,485,535,485,535,485
19:12:51.513730,535,485,535,485,535,485
19:12:51.563541,535,485,535,485,535,485
19:12:51.628674,535,485,535,485,535,485
19:12:51.678378,535,485,535,485,535,485
19:12:51.794323,535,485,535,485,535,485
19:12:51.844654,535,485,535,485,535,485
19:12:51.893757,535,485,535,485,535,485
19:12:51.943070,535,485,535,485,535,485
19:12:52.143934,535,485,535,485,535,485
19:12:52.244031,535,485,535,485,535,485
19:12:52.258780,535,485,535,485,535,485
19:12:52.308581,535,485,535,485,535,485
19:12:52.359660,535,485,535,485,535,485
19:12:52.523769,535,485,535,485,535,485
19:12:52.589558,535,485,535,485,535,485
19:12:52.654035,535,485,535,485,535,485
19:12:52.669902,535,485,535,485,535,485
19:12:52.733732,535,485,535,485,535,485
19:12:52.848593,535,485,535,485,535,485
19:12:52.898383,535,485,535,485,535,485
19:12:52.948990,535,485,535,485,535,485
19:12:53.229558,535,485,535,485,535,485
19:12:53.328536,535,485,535,485,535,485
19:12:53.343623,535,485,535,485,535,485
19:12:53.429580,535,485,535,485,535,485
19:12:53.528596,535,485,535,485,535,485
